title,rating,genre,cleaned_tokens
HiGH&LOW THE WORST X (CROSS),20.0,"'Action', 'Drama', 'Crime', 'Thriller'",story revolve around battle two high school sword area ya high school sermon technical high school head sermon technical high school build alliance two school high school extra commercial high school expand power aim neck ya high school men ya high suddenly catch attack could fuji protect fist battle decide real happen begin
Shrek Forever After,63.0,"'Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family'",bore domesticate shrek pact get back feel like real ogre he dupe send twist version far far anywhere king ogre hunt fiona never methe set restore world reclaim true love
The Avengers,77.0,"'Science Fiction', 'Action', 'Adventure'",unexpected enemy emerge threaten global safety security nick fury director international peacekeeping agency know shield find need team pull world back brink disaster span globe dare recruitment effort begin
Godzilla vs. Kong,77.0,"'Action', 'Fantasy', 'Science Fiction'",time monster walk earth humanity fight future set godzilla kong collision course see two powerful force nature planet collide spectacular battle age
The Sea Beast,76.0,"'Animation', 'Adventure', 'Family', 'Fantasy'",life legendary sea monster hunter turn upside young girl stow away ship
Puss in Book: Trapped in an Epic Tale,66.0,"'Family', 'Fantasy', 'Animation', 'Comedy', 'Adventure'",tumble magic storybook pus boot must fight dance romance way wild adventure search escape
Luca,79.0,"'Animation', 'Comedy', 'Family', 'Fantasy'",luca best friend alberto experience unforgettable summer italian riviera fun threaten secret sea monster another world water surface
The Takeover,58.0,"'Action', 'Crime', 'Thriller'",ethical hacker mel bandidos life turn upside stop data breach bus also happen shut international criminal network become target frame keepsake video show murder someone
Top Gun,70.0,"'Action', 'Drama'",lieutenant pete maverick mitchell friend copilot nick goose badshah accept elite train school fighter pilot dream come true tragedy well personal demon threaten pet dream become ace pilot
Eternals,70.0,"'Science Fiction', 'Action', 'Adventure'",eternal team ancient alien live earth secret thousand year unexpected tragedy force shadow force reunite mankind ancient enemy deviant
Harry Potter and the Deathly Hallows: Part 1,78.0,"'Adventure', 'Fantasy'",harry ron hermione walk away last year hogwarts find destroy remain put end voldemort bid immortality harry beloved dumbledore dead voldemort unscrupulous death eater loose world dangerous ever
Warriors of Future,73.0,"'Drama', 'Action', 'Science Fiction'",meteor carry destructive plant strike world suicide squad give hour save city total collapse
Blackout,55.0,"'Action', 'Adventure', 'Thriller'",man wake hospital memory quickly find run lock hospital cartel tail
The Maze Runner,72.0,"'Action', 'Mystery', 'Science Fiction', 'Thriller'",set world young thomas deposit community boys memory erase soon learn there trap maze require join force fellow runner shoot escape
John Wick: Chapter 4,0.0,"'Action', 'Thriller', 'Crime'",price head ever increase john wick uncover path defeat high table earn freedom wick must face new enemy powerful alliance across globe force turn old friend foe
Madagascar: A Little Wild Holiday Goose Chase,59.0,"'Animation', 'Comedy'",melman giraffe meet hank goose separate family along friend embark wild goose chase around city reunite hank merry flock
Monster High: The Movie,70.0,"'Family', 'Fantasy', 'Comedy', 'Adventure', 'Music', 'TV Movie'",wolf half human half werewolf recently start attend monster high school monster form quickly befriend classmate frankie stein feel like finally find place truly think soon devious plan destroy monster high threaten reveal real identity must learn embrace true monster heart late
Welcome to the Club,66.0,"'Animation', 'Comedy'",heart set become princess lisa simpson surprise learn bad might fun
One Piece Film Red,73.0,"'Animation', 'Adventure', 'Action', 'Fantasy'",uta beloved singer world voice sing conceal true identity describe otherworldly appear public first time live concert venue fill kind uta fan excite pirate navy watch closely straw hat lead fluffy simply come enjoy sonorous performance voice whole world wait resound
Free Guy,76.0,"'Comedy', 'Adventure', 'Science Fiction'",bank teller call guy realize background character open world video game call free city soon go offline
Ice Age,73.0,"'Animation', 'Comedy', 'Family', 'Adventure'",spend ice age almost upon mismatch trio prehistoric critter manny woolly mammoth diego tiger sid giant sloth find orphan infant decide return human parent along way unlikely ally become friend enemies attack quest take far nobler aim
Transformers: Age of Extinction,59.0,"'Science Fiction', 'Action', 'Adventure'",humanity pick piece follow conclusion transformer dark moon autobots decepticons vanish face planet however group powerful ingenious businessman scientist attempt learn past transformer incursion push boundary technology beyond control ancient powerful transformer menace set earth crosshairs
Six Swedish Girls in Alps,46.0,"'Romance', 'Comedy'",comedy everyones favorite swedish gal enjoy stay alps girl arent enjoy pleasure company there good time nearly everyone else town
Dog,74.0,"'Drama', 'Comedy'",army ranger dog embark road trip along pacific coast highway attend friends funeral
The Matrix Resurrections,66.0,"'Science Fiction', 'Action', 'Adventure'",plague strange memory news life take unexpected turn find back inside matrix
The Gray Man,70.0,"'Action', 'Thriller'",shadowy cia agent uncover damn agency secret hes hunt across globe sociopathic rogue operative who put bounty head
7 Women and a Murder,57.0,"'Mystery', 'Comedy'",family patriarch stab seven woman ulterior motif become trap together mansion solve puzzle murder italian remake francis ozone woman
The Princess,69.0,"'Fantasy', 'Action'",beautiful young royal refuse wed cruel sociopath betroth kidnap lock remote tower father castle scorn vindictive suitor intent take father throne princess must protect family save kingdom
Trick or Treat Scooby-Doo!,74.0,"'Adventure', 'Mystery', 'Comedy', 'Animation', 'Family'",mystery inc crack case top case theyve track coco diablo head notorious costume crime syndicate coco kitty prison mystery inc think finally enjoy break wrong suddenly menace doppelganger ghost scooby crew favorite classic foe show threaten halloween meddle kid unmask late scoundrel save halloween
The King's Man,68.0,"'Action', 'Adventure', 'Thriller', 'War', 'Mystery'",collection history bad tyrant criminal mastermind gather plot war wipe million one man must race time stop
The Addams Family 2,71.0,"'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Horror'",addams get tangle wacky adventure find involve hilarious ruins sort unsuspecting character
Eureka: Eureka Seven Hi-Evolution,64.0,"'Animation', 'Drama', 'Adventure', 'Science Fiction'",virtual world scab coral coraline information life form create eureka ten year pass since people virtual world appear earth collapse result great fusion human be virtual world call green earth human be old earth call blue earth various collision repeat surface water dewey novak official green earth army raise colleague protect dignity finally put action terrorist program
Reno 911!: It's a Wonderful Heist,45.0,"'Comedy', 'Fantasy', 'Crime', 'TV Movie'",holiday season reno lieutenant dangle wish hed never bear help roller skate angel learn much well live deputy would never exist decide live anyway there still christmas criminal catch
The Hobbit: The Battle of the Five Armies,73.0,"'Action', 'Adventure', 'Fantasy'",immediately event desolation smaug bilbo dwarf try defend reborn mountain treasure others claim men ruin takedown elf firewood meanwhile army orcs lead azog defiler march error fuel rise dark lord salmon dwarves elf men must unite hope fall bimbos hand
Clifford the Big Red Dog,73.0,"'Family', 'Adventure', 'Comedy', 'Fantasy'",emily struggle fit home school discover small red puppy destine become best friend clifford magically undergo one heck growth spurt become gigantic dog attract attention genetics company emily uncle casey fight force greed go run across new york city along way clifford affect live everyone around teach emily uncle true mean acceptance unconditional love
Resident Evil: Welcome to Raccoon City,61.0,"'Horror', 'Science Fiction', 'Action'",boom home pharmaceutical giant umbrella corporation raccoon city die midwestern town company exodus leave city great evil brew surface evil unleash townspeople small group survivor must work together uncover truth behind umbrella make night
